county,precinct,PRES20D,PRES20L,PRES20R,PREC
Paulding,Russom Elementary,2229,90,4469,"PAULDING, RUSSOM ELEMENTARY"
Paulding,Shelton Elementary,1464,37,2537,"PAULDING, SHELTON ELEMENTARY"
Paulding,Taylor Farm Park,745,15,1242,"PAULDING, TAYLOR FARM PARK"
Paulding,Watson Govt Cmplx,3000,126,4233,"PAULDING, WATSON GOVT CMPLX"
Paulding,West Ridge Church,2658,123,5856,"PAULDING, WEST RIDGE CHURCH"
Paulding,White Oak Park,1478,66,2588,"PAULDING, WHITE OAK PARK"
Peach,Byron 1,600,26,1408,"PEACH, BYRON 1"
Peach,Byron 2,1370,43,2299,"PEACH, BYRON 2"
Peach,Claude,133,9,541,"PEACH, CLAUDE"
Peach,Fort Valley 1,1079,13,681,"PEACH, FORT VALLEY 1"
Peach,Fort Valley 2,1055,11,564,"PEACH, FORT VALLEY 2"
Peach,Fort Valley 3,1399,13,266,"PEACH, FORT VALLEY 3"
Peach,Powersville,284,8,743,"PEACH, POWERSVILLE"
Pickens,Appalachian,231,21,1136,"PICKENS, APPALACHIAN"
Pickens,Hill,241,32,1259,"PICKENS, HILL"
Pickens,Hinton,59,16,491,"PICKENS, HINTON"
Pickens,Jasper,337,16,1240,"PICKENS, JASPER"
Pickens,Jerusalem,101,3,755,"PICKENS, JERUSALEM"
Pickens,Ludville,38,6,442,"PICKENS, LUDVILLE"
Pickens,Nelson,151,19,866,"PICKENS, NELSON"
Pickens,Refuge,238,20,1499,"PICKENS, REFUGE"
Pickens,Sharptop,474,36,1586,"PICKENS, SHARPTOP"
Pickens,Talking Rock,131,10,1086,"PICKENS, TALKING ROCK"
Pickens,Tate,224,27,1654,"PICKENS, TATE"
Pickens,Yellow Creek,583,27,2061,"PICKENS, YELLOW CREEK"
Pierce,Alabaha,55,3,602,"PIERCE, ALABAHA"
Pierce,Blackshear,226,14,1969,"PIERCE, BLACKSHEAR"
Pierce,Hacklebarney-Cason,478,15,1898,"PIERCE, HACKLEBARNEY-CASON"
Pierce,Mershon,25,0,337,"PIERCE, MERSHON"
Pierce,Otter Creek,80,6,935,"PIERCE, OTTER CREEK"
Pierce,Patterson,131,3,821,"PIERCE, PATTERSON"
Pierce,St Johns-Blackshear,101,8,1113,"PIERCE, ST JOHNS-BLACKSHEAR"
Pierce,Sunset-Sweat,4,0,224,"PIERCE, SUNSET-SWEAT"
Pike,Concord,246,6,881,"PIKE, CONCORD"
Pike,Hollonville,113,8,1277,"PIKE, HOLLONVILLE"
Pike,Lifsey Springs,104,7,771,"PIKE, LIFSEY SPRINGS"
Pike,Meansville,103,8,907,"PIKE, MEANSVILLE"
Pike,Molena,181,11,980,"PIKE, MOLENA"
Pike,Second District,243,13,1799,"PIKE, SECOND DISTRICT"
Pike,Williamson,160,16,1244,"PIKE, WILLIAMSON"
Pike,Zebulon,355,19,1268,"PIKE, ZEBULON"
Polk,Aragon,386,20,1926,"POLK, ARAGON"
Polk,Blooming Grove,187,10,966,"POLK, BLOOMING GROVE"
Polk,Cedartown,1331,42,2783,"POLK, CEDARTOWN"
Polk,Fish Creek,294,17,1584,"POLK, FISH CREEK"
Polk,Lake Creek,306,8,1901,"POLK, LAKE CREEK"
Polk,Rockmart,989,41,3178,"POLK, ROCKMART"
Polk,Youngs Grove,165,14,1251,"POLK, YOUNGS GROVE"
Pulaski,Courthouse Annex,1217,37,2805,"PULASKI, COURTHOUSE ANNEX"
Putnam,101,991,23,1216,"PUTNAM, 101"
Putnam,104,1148,18,1181,"PUTNAM, 104"
Putnam,105,558,21,2472,"PUTNAM, 105"
Putnam,106,160,10,843,"PUTNAM, 106"
Putnam,107,591,44,2579,"PUTNAM, 107"
Quitman,Georgetown,467,5,565,"QUITMAN, GEORGETOWN"
Quitman,Morris,30,0,39,"QUITMAN, MORRIS"
Rabun,Rabun County,1984,110,7474,"RABUN, RABUN COUNTY"
Randolph,Benevolence,77,1,179,"RANDOLPH, BENEVOLENCE"
Randolph,Coleman,80,2,90,"RANDOLPH, COLEMAN"
Randolph,Cuthbert,225,1,11,"RANDOLPH, CUTHBERT"
Randolph,Cuthbert-Courthouse,833,6,690,"RANDOLPH, CUTHBERT-COURTHOUSE"
Randolph,Shellman,331,1,358,"RANDOLPH, SHELLMAN"
Randolph,Springvale,125,1,63,"RANDOLPH, SPRINGVALE"
Richmond,101,355,8,294,"RICHMOND, 101"
Richmond,102,483,8,160,"RICHMOND, 102"
Richmond,103,752,2,26,"RICHMOND, 103"
Richmond,104,1540,17,109,"RICHMOND, 104"
Richmond,105,511,5,34,"RICHMOND, 105"
Richmond,106,384,9,125,"RICHMOND, 106"
Richmond,107,697,20,578,"RICHMOND, 107"
Richmond,108,287,7,40,"RICHMOND, 108"
Richmond,109,515,18,98,"RICHMOND, 109"
Richmond,111,704,8,184,"RICHMOND, 111"
Richmond,112,336,6,202,"RICHMOND, 112"
Richmond,114,385,2,56,"RICHMOND, 114"
Richmond,115,146,8,108,"RICHMOND, 115"
Richmond,201,749,10,34,"RICHMOND, 201"
Richmond,202,1790,32,727,"RICHMOND, 202"
Richmond,203,526,6,11,"RICHMOND, 203"
Richmond,204,563,28,510,"RICHMOND, 204"
Richmond,207,1221,11,151,"RICHMOND, 207"
Richmond,208,1192,16,241,"RICHMOND, 208"
Richmond,210,823,8,149,"RICHMOND, 210"
Richmond,301,761,30,1154,"RICHMOND, 301"
Richmond,302,470,8,135,"RICHMOND, 302"
Richmond,303,359,20,779,"RICHMOND, 303"
Richmond,304,112,5,158,"RICHMOND, 304"
Richmond,305,101,5,276,"RICHMOND, 305"
Richmond,306,1681,43,867,"RICHMOND, 306"
Richmond,307,472,25,702,"RICHMOND, 307"
Richmond,308,235,8,152,"RICHMOND, 308"
Richmond,309,2135,26,307,"RICHMOND, 309"
Richmond,310,2736,53,801,"RICHMOND, 310"
Richmond,401,1424,9,94,"RICHMOND, 401"
Richmond,402,1495,34,189,"RICHMOND, 402"
Richmond,404,1030,10,142,"RICHMOND, 404"
Richmond,405,2917,20,264,"RICHMOND, 405"
Richmond,406,2130,23,205,"RICHMOND, 406"
Richmond,501,1861,11,269,"RICHMOND, 501"
Richmond,502,2296,26,249,"RICHMOND, 502"
Richmond,503,2061,27,363,"RICHMOND, 503"
Richmond,504,909,20,336,"RICHMOND, 504"
Richmond,506,162,1,69,"RICHMOND, 506"
Richmond,507,487,12,147,"RICHMOND, 507"
Richmond,509,1248,9,197,"RICHMOND, 509"
Richmond,601,1693,35,523,"RICHMOND, 601"
Richmond,603,1181,32,1038,"RICHMOND, 603"
Richmond,604,724,12,313,"RICHMOND, 604"
Richmond,605,1508,31,755,"RICHMOND, 605"
Richmond,607,1145,10,80,"RICHMOND, 607"
Richmond,608,420,19,590,"RICHMOND, 608"
Richmond,701,710,32,1087,"RICHMOND, 701"
Richmond,702,530,31,852,"RICHMOND, 702"
Richmond,703,1647,47,1189,"RICHMOND, 703"
Richmond,705,732,18,928,"RICHMOND, 705"
Richmond,706,972,49,1451,"RICHMOND, 706"
Richmond,707,858,14,506,"RICHMOND, 707"
Richmond,708,73,0,161,"RICHMOND, 708"
Richmond,709,211,7,194,"RICHMOND, 709"
Richmond,801,114,1,248,"RICHMOND, 801"
Richmond,801B,92,1,276,"RICHMOND, 801B"
Richmond,802,729,24,1344,"RICHMOND, 802"
Richmond,803,77,2,32,"RICHMOND, 803"
Richmond,804,808,9,567,"RICHMOND, 804"
Richmond,804H,900,27,1001,"RICHMOND, 804H"
Richmond,805,379,3,166,"RICHMOND, 805"
Richmond,806,329,9,495,"RICHMOND, 806"
Richmond,807,698,11,232,"RICHMOND, 807"
Richmond,808,832,24,843,"RICHMOND, 808"
Richmond,809,586,4,45,"RICHMOND, 809"
Richmond,810,135,5,173,"RICHMOND, 810"
Rockdale,BA,2204,34,1274,"ROCKDALE, BA"
Rockdale,BT,1099,38,1600,"ROCKDALE, BT"
Rockdale,CO,1714,23,453,"ROCKDALE, CO"
Rockdale,FI,3672,33,609,"ROCKDALE, FI"
Rockdale,FS,2198,18,571,"ROCKDALE, FS"
Rockdale,HC,968,20,762,"ROCKDALE, HC"
Rockdale,HI,1611,16,835,"ROCKDALE, HI"
Rockdale,LA,855,22,351,"ROCKDALE, LA"
Rockdale,LO,1798,21,1200,"ROCKDALE, LO"
Rockdale,MA,1226,35,962,"ROCKDALE, MA"
Rockdale,MI,2054,31,557,"ROCKDALE, MI"
Rockdale,OT,3107,28,553,"ROCKDALE, OT"
Rockdale,RO,2339,28,834,"ROCKDALE, RO"
Rockdale,SM,2326,33,763,"ROCKDALE, SM"
Rockdale,SP,2600,26,759,"ROCKDALE, SP"
Rockdale,ST,1473,24,929,"ROCKDALE, ST"
Schley,Precinct One,462,13,1800,"SCHLEY, PRECINCT ONE"
Screven,Bay Branch,102,4,606,"SCREVEN, BAY BRANCH"
Screven,Cooperville Fire Station,128,1,57,"SCREVEN, COOPERVILLE FIRE STATION"
Screven,Greenhill Church,146,5,479,"SCREVEN, GREENHILL CHURCH"
Screven,Hiltonia,286,4,327,"SCREVEN, HILTONIA"
Screven,Hunters,128,2,228,"SCREVEN, HUNTERS"
Screven,Jackson Fire Station,84,1,209,"SCREVEN, JACKSON FIRE STATION"
Screven,Jenk Hill Fire Sta,402,8,386,"SCREVEN, JENK HILL FIRE STA"
Screven,Newington,253,2,506,"SCREVEN, NEWINGTON"
Screven,Rocky Ford,86,3,293,"SCREVEN, ROCKY FORD"
Screven,Screven Rec Dept,154,4,128,"SCREVEN, SCREVEN REC DEPT"
Screven,Sr Citizens Center,519,6,264,"SCREVEN, SR CITIZENS CENTER"
Screven,Sylvania,373,11,433,"SCREVEN, SYLVANIA"
Seminole,Precinct 1,215,5,659,"SEMINOLE, PRECINCT 1"
Seminole,Precinct 2,257,2,492,"SEMINOLE, PRECINCT 2"
Seminole,Precinct 3,530,5,89,"SEMINOLE, PRECINCT 3"
Seminole,Precinct 4,155,3,619,"SEMINOLE, PRECINCT 4"
Seminole,Precinct 5,97,4,752,"SEMINOLE, PRECINCT 5"
Spalding,01,859,6,152,"SPALDING, 01"
Spalding,02,844,7,116,"SPALDING, 02"
Spalding,03,575,29,1516,"SPALDING, 03"
Spalding,05,1190,18,875,"SPALDING, 05"
Spalding,06,952,11,292,"SPALDING, 06"
Spalding,07,327,23,964,"SPALDING, 07"
Spalding,08,362,16,939,"SPALDING, 08"
Spalding,09,206,13,1106,"SPALDING, 09"
Spalding,10,537,12,910,"SPALDING, 10"
Spalding,11,615,19,1195,"SPALDING, 11"
Spalding,12,279,23,1306,"SPALDING, 12"
Spalding,13,249,10,1445,"SPALDING, 13"
Spalding,14,364,12,817,"SPALDING, 14"
Spalding,16,1755,18,849,"SPALDING, 16"
Spalding,17,397,9,755,"SPALDING, 17"
Spalding,19,537,14,1334,"SPALDING, 19"
Spalding,20,238,9,1252,"SPALDING, 20"
Spalding,21,1498,26,2234,"SPALDING, 21"
Stephens,Senior Center,2385,132,9368,"STEPHENS, SENIOR CENTER"
Stewart,Louvale,125,1,83,"STEWART, LOUVALE"
Stewart,Lumpkin,478,5,292,"STEWART, LUMPKIN"
Stewart,Omaha,78,0,81,"STEWART, OMAHA"
Stewart,Richland,501,1,345,"STEWART, RICHLAND"
Sumter,Agri-Center,577,14,862,"SUMTER, AGRI-CENTER"
Sumter,Airport,614,6,728,"SUMTER, AIRPORT"
Sumter,Andersonville,87,6,268,"SUMTER, ANDERSONVILLE"
Sumter,Browns Mill,219,2,465,"SUMTER, BROWNS MILL"
Sumter,Concord,41,0,260,"SUMTER, CONCORD"
Sumter,GSW Conf Center,975,26,1091,"SUMTER, GSW CONF CENTER"
Sumter,Leslie,416,9,770,"SUMTER, LESLIE"
Sumter,Plains,379,5,397,"SUMTER, PLAINS"
Sumter,Rec Dept,1437,14,296,"SUMTER, REC DEPT"
Sumter,Reese Park,1357,12,368,"SUMTER, REESE PARK"
Sumter,Thompson,216,6,227,"SUMTER, THOMPSON"
Talbot,Box Springs,144,1,200,"TALBOT, BOX SPRINGS"
Talbot,Flint Hill,488,6,330,"TALBOT, FLINT HILL"
Talbot,Geneva,217,2,158,"TALBOT, GENEVA"
Talbot,Junction City,203,1,120,"TALBOT, JUNCTION CITY"
Talbot,ONeal,256,2,189,"TALBOT, ONEAL"
Talbot,Talbotton,517,4,123,"TALBOT, TALBOTTON"
Talbot,Valley,289,0,272,"TALBOT, VALLEY"
Taliaferro,Crawfordville,447,3,289,"TALIAFERRO, CRAWFORDVILLE"
Taliaferro,Sharon,114,4,71,"TALIAFERRO, SHARON"
Tattnall,Cobbtown,99,4,436,"TATTNALL, COBBTOWN"
Tattnall,Collins,227,3,783,"TATTNALL, COLLINS"
Tattnall,District II,532,10,1073,"TATTNALL, DISTRICT II"
Tattnall,District IV,512,12,1221,"TATTNALL, DISTRICT IV"
Tattnall,District V,93,6,620,"TATTNALL, DISTRICT V"
Tattnall,East Glennville,365,28,1405,"TATTNALL, EAST GLENNVILLE"
Tattnall,Manassas,51,2,145,"TATTNALL, MANASSAS"
Tattnall,Shiloh,182,4,370,"TATTNALL, SHILOH"
Taylor,Precinct 1,555,7,119,"TAYLOR, PRECINCT 1"
Taylor,Precinct 5,252,11,1364,"TAYLOR, PRECINCT 5"
Taylor,Precinct 6,580,16,935,"TAYLOR, PRECINCT 6"
Telfair,Helena,216,4,438,"TELFAIR, HELENA"
Telfair,Jacksonville,95,1,351,"TELFAIR, JACKSONVILLE"
Telfair,Lumber-City,334,6,386,"TELFAIR, LUMBER-CITY"
Telfair,McRae,715,9,893,"TELFAIR, MCRAE"
Telfair,Milan,73,1,558,"TELFAIR, MILAN"
Telfair,Scotland,54,0,199,"TELFAIR, SCOTLAND"
Terrell,Bronwood,281,3,315,"TERRELL, BRONWOOD"
Terrell,Dawson,1434,19,439,"TERRELL, DAWSON"
Terrell,Graves,146,1,289,"TERRELL, GRAVES"
Terrell,Herod-Dover,91,2,118,"TERRELL, HEROD-DOVER"
Terrell,Parrott,114,1,206,"TERRELL, PARROTT"
Terrell,Sasser,310,10,637,"TERRELL, SASSER"
Thomas,Barwick,103,3,380,"THOMAS, BARWICK"
Thomas,Boston,546,10,592,"THOMAS, BOSTON"
Thomas,Central,850,24,1719,"THOMAS, CENTRAL"
Thomas,Coolidge,162,7,561,"THOMAS, COOLIDGE"
Thomas,Douglass,1211,12,263,"THOMAS, DOUGLASS"
Thomas,Fire Station #2,324,6,798,"THOMAS, FIRE STATION #2"
Thomas,Gatlin Creek,408,15,1157,"THOMAS, GATLIN CREEK"
Thomas,Harper,999,12,300,"THOMAS, HARPER"
Thomas,Jerger,580,16,883,"THOMAS, JERGER"
Thomas,LIttle Ochlocknee Baptist Church,182,4,730,"THOMAS, LITTLE OCHLOCKNEE BAPTIST CHURCH"
Thomas,Meigs,239,4,344,"THOMAS, MEIGS"
Thomas,Merrillville,133,2,368,"THOMAS, MERRILLVILLE"
Thomas,Metcalfe,64,0,163,"THOMAS, METCALFE"
Thomas,New Covenant,412,18,1160,"THOMAS, NEW COVENANT"
Thomas,Ochlocknee,149,3,684,"THOMAS, OCHLOCKNEE"
Thomas,Patten,58,1,251,"THOMAS, PATTEN"
Thomas,Pavo,90,2,401,"THOMAS, PAVO"
Thomas,Remington Esc,635,19,973,"THOMAS, REMINGTON ESC"
Thomas,Resource Center,811,6,71,"THOMAS, RESOURCE CENTER"
Thomas,Scott,752,27,1156,"THOMAS, SCOTT"
Tift,Brighton,304,18,1480,"TIFT, BRIGHTON"
Tift,Brookfield,162,13,882,"TIFT, BROOKFIELD"
Tift,Chula,158,8,899,"TIFT, CHULA"
Tift,Docia,90,4,756,"TIFT, DOCIA"
Tift,Eldorado,111,6,771,"TIFT, ELDORADO"
Tift,Mott-Litman Gym,1174,15,272,"TIFT, MOTT-LITMAN GYM"
Tift,Omega,129,11,403,"TIFT, OMEGA"
Tift,Tifton Lodge,701,19,1344,"TIFT, TIFTON LODGE"
Tift,Tifton Northeast,818,32,1291,"TIFT, TIFTON NORTHEAST"
Tift,Tifton Northwest,685,32,1637,"TIFT, TIFTON NORTHWEST"
Tift,Tifton South,783,15,409,"TIFT, TIFTON SOUTH"
Tift,Ty Ty,207,4,640,"TIFT, TY TY"
Toombs,15361 Lyons,597,14,1656,"TOOMBS, 15361 LYONS"
Toombs,39 Newbranch,109,7,946,"TOOMBS, 39 NEWBRANCH"
Toombs,43 Cedar Crossing,72,12,908,"TOOMBS, 43 CEDAR CROSSING"
Toombs,513 VPD,1271,46,2709,"TOOMBS, 513 VPD"
Toombs,514 STIALC,890,24,1653,"TOOMBS, 514 STIALC"
Towns,Hiawassee,523,11,2162,"TOWNS, HIAWASSEE"
Towns,Macedonia,477,24,2299,"TOWNS, MACEDONIA"
Towns,Young Harris,550,10,1923,"TOWNS, YOUNG HARRIS"
Treutlen,Annex,133,7,1300,"TREUTLEN, ANNEX"
Treutlen,Soperton,819,17,801,"TREUTLEN, SOPERTON"
Troup,Administration Bldg,1423,24,645,"TROUP, ADMINISTRATION BLDG"
Troup,East Vernon,443,25,1958,"TROUP, EAST VERNON"
Troup,Gardner Newman,886,26,1195,"TROUP, GARDNER NEWMAN"
Troup,Gray Hill,357,19,991,"TROUP, GRAY HILL"
Troup,Griggs Center,1153,14,94,"TROUP, GRIGGS CENTER"
Troup,Hammett Rd,1709,30,1025,"TROUP, HAMMETT RD"
Troup,Highland,605,7,511,"TROUP, HIGHLAND"
Troup,Hogansville,857,28,1817,"TROUP, HOGANSVILLE"
Troup,Hollis Hand,707,46,1997,"TROUP, HOLLIS HAND"
Troup,Long Cane,626,27,1772,"TROUP, LONG CANE"
Troup,McClendon,629,27,2132,"TROUP, MCCLENDON"
Troup,Northside,791,15,1042,"TROUP, NORTHSIDE"
Troup,Rosemont,561,24,2515,"TROUP, ROSEMONT"
Troup,West Point,831,16,449,"TROUP, WEST POINT"
Turner,Ashburn,1217,27,1025,"TURNER, ASHBURN"
Turner,Rebecca,45,2,289,"TURNER, REBECCA"
Turner,Sycamore,148,4,1035,"TURNER, SYCAMORE"
Twiggs,Dry Branch,190,6,781,"TWIGGS, DRY BRANCH"
Twiggs,Golden Isles,687,9,484,"TWIGGS, GOLDEN ISLES"
Twiggs,Higgsville,151,1,410,"TWIGGS, HIGGSVILLE"
Twiggs,Jeffersonville/Ware,710,7,401,"TWIGGS, JEFFERSONVILLE/WARE"
Twiggs,Shady Grove/Tarvers,306,7,294,"TWIGGS, SHADY GROVE/TARVERS"
Union,Blairsville,355,12,1518,"UNION, BLAIRSVILLE"
Union,Choestoe,199,10,908,"UNION, CHOESTOE"
Union,Coosa,268,11,1575,"UNION, COOSA"
Union,Dooley,260,13,950,"UNION, DOOLEY"
Union,Gumlog,277,11,1429,"UNION, GUMLOG"
Union,Ivy Log,267,15,1400,"UNION, IVY LOG"
Union,Jones Creek,276,5,1342,"UNION, JONES CREEK"
Union,Owltown,258,10,962,"UNION, OWLTOWN"
Union,Pat Colwell,368,9,1488,"UNION, PAT COLWELL"
Union,Suches,93,2,381,"UNION, SUCHES"
Union,Trackrock,180,10,698,"UNION, TRACKROCK"
Upson,Redbone,1280,40,4717,"UPSON, REDBONE"
Upson,Salem,266,2,44,"UPSON, SALEM"
Upson,Town,2405,50,3064,"UPSON, TOWN"
Upson,Yatesville,250,4,783,"UPSON, YATESVILLE"
Walker,Armuchee Valley,164,10,885,"WALKER, ARMUCHEE VALLEY"
Walker,Chattanooga Valley,996,66,3442,"WALKER, CHATTANOOGA VALLEY"
Walker,Chickamauga,846,61,4089,"WALKER, CHICKAMAUGA"
Walker,Fairview,418,25,1449,"WALKER, FAIRVIEW"
Walker,Fairyland,321,22,593,"WALKER, FAIRYLAND"
Walker,Kensington,199,15,751,"WALKER, KENSINGTON"
Walker,La Fayette,832,70,3325,"WALKER, LA FAYETTE"
Walker,Mountain,178,13,714,"WALKER, MOUNTAIN"
Walker,Rock Spring,700,53,3831,"WALKER, ROCK SPRING"
Walker,Rossville,943,55,2710,"WALKER, ROSSVILLE"
Walker,Walnut Grove,172,21,1385,"WALKER, WALNUT GROVE"
Walton,Bay Creek,498,37,2064,"WALTON, BAY CREEK"
Walton,Between,763,44,3113,"WALTON, BETWEEN"
Walton,Blasingame,107,6,816,"WALTON, BLASINGAME"
Walton,Bold Springs,738,40,2969,"WALTON, BOLD SPRINGS"
Walton,Broken Arrow,605,39,2616,"WALTON, BROKEN ARROW"
Walton,E Monroe,922,24,1388,"WALTON, E MONROE"
Walton,Good Hope,239,15,1425,"WALTON, GOOD HOPE"
Walton,Gratis,131,11,896,"WALTON, GRATIS"
Walton,Jersey,155,24,1412,"WALTON, JERSEY"
Walton,Loganville North,993,50,2559,"WALTON, LOGANVILLE NORTH"
Walton,Loganville South,830,38,1797,"WALTON, LOGANVILLE SOUTH"
Walton,Mountain,182,10,1026,"WALTON, MOUNTAIN"
Walton,North Monroe,1512,31,1311,"WALTON, NORTH MONROE"
Walton,Social Circle,928,40,2347,"WALTON, SOCIAL CIRCLE"
Walton,South Monroe,755,36,1779,"WALTON, SOUTH MONROE"
Walton,Tara,1382,27,1633,"WALTON, TARA"
Walton,W Monroe,313,14,1276,"WALTON, W MONROE"
Walton,Walker Park,499,26,2348,"WALTON, WALKER PARK"
Walton,Walnut Grove,295,18,1629,"WALTON, WALNUT GROVE"
Walton,West Walton,703,34,2564,"WALTON, WEST WALTON"
Walton,Whatley,132,7,874,"WALTON, WHATLEY"
Ware,100,2001,12,479,"WARE, 100"
Ware,200A,574,30,1062,"WARE, 200A"
Ware,200B,290,7,206,"WARE, 200B"
Ware,300,630,19,2087,"WARE, 300"
Ware,304,113,6,679,"WARE, 304"
Ware,400,364,16,2212,"WARE, 400"
Ware,404,24,1,263,"WARE, 404"
Ware,405,23,2,454,"WARE, 405"
Ware,406,104,17,1067,"WARE, 406"
Ware,407,17,2,339,"WARE, 407"
Ware,408,19,1,359,"WARE, 408"
Ware,409,52,3,658,"WARE, 409"
Warren,Warrenton,1469,16,1166,"WARREN, WARRENTON"
Washington,Davisboro,254,2,354,"WASHINGTON, DAVISBORO"
Washington,Deepstep,111,4,312,"WASHINGTON, DEEPSTEP"
Washington,Harrison,252,9,494,"WASHINGTON, HARRISON"
Washington,Oconee,208,2,227,"WASHINGTON, OCONEE"
Washington,Riddleville,149,3,281,"WASHINGTON, RIDDLEVILLE"
Washington,Sandersville,2486,35,1942,"WASHINGTON, SANDERSVILLE"
Washington,Tennille,1024,9,726,"WASHINGTON, TENNILLE"
Washington,Warthen,246,2,327,"WASHINGTON, WARTHEN"
Wayne,Altamaha,408,10,1379,"WAYNE, ALTAMAHA"
Wayne,Empire,73,9,795,"WAYNE, EMPIRE"
Wayne,Gardi,78,5,737,"WAYNE, GARDI"
Wayne,Madray Springs,64,3,845,"WAYNE, MADRAY SPRINGS"
Wayne,Odum,89,2,906,"WAYNE, ODUM"
Wayne,Oglethorpe,168,10,1092,"WAYNE, OGLETHORPE"
Wayne,Pine Street,337,8,395,"WAYNE, PINE STREET"
Wayne,Rec Center,282,17,960,"WAYNE, REC CENTER"
Wayne,Red Hill,130,8,565,"WAYNE, RED HILL"
Wayne,Screven,195,7,1190,"WAYNE, SCREVEN"
Wayne,Unity,363,18,967,"WAYNE, UNITY"
Wayne,VFW,500,7,156,"WAYNE, VFW"
Webster,Preston 1,639,3,748,"WEBSTER, PRESTON 1"
Wheeler,Alamo,452,10,906,"WHEELER, ALAMO"
Wheeler,Glenwood,237,3,677,"WHEELER, GLENWOOD"
White,Blue Creek,359,25,1412,"WHITE, BLUE CREEK"
White,Blue Ridge,89,7,559,"WHITE, BLUE RIDGE"
White,Helen,112,2,307,"WHITE, HELEN"
White,Mossy Creek,253,30,1977,"WHITE, MOSSY CREEK"
White,Mt Yonah,544,42,2549,"WHITE, MT YONAH"
White,Nacoochee,365,10,866,"WHITE, NACOOCHEE"
White,Robertstown,69,3,245,"WHITE, ROBERTSTOWN"
White,Shoal Creek,181,20,1464,"WHITE, SHOAL CREEK"
White,Tesnatee,158,10,743,"WHITE, TESNATEE"
White,Town Creek,169,20,948,"WHITE, TOWN CREEK"
White,White Creek,112,14,1152,"WHITE, WHITE CREEK"
Whitfield,1A,689,19,651,"WHITFIELD, 1A"
Whitfield,2A,678,29,1451,"WHITFIELD, 2A"
Whitfield,3A,559,27,974,"WHITFIELD, 3A"
Whitfield,4A,710,23,1169,"WHITFIELD, 4A"
Whitfield,5A,782,17,346,"WHITFIELD, 5A"
Whitfield,6A,565,12,259,"WHITFIELD, 6A"
Whitfield,AN,618,12,693,"WHITFIELD, AN"
Whitfield,CA,240,8,980,"WHITFIELD, CA"
Whitfield,CO,177,9,844,"WHITFIELD, CO"
Whitfield,DG,698,36,1542,"WHITFIELD, DG"
Whitfield,ES,343,14,618,"WHITFIELD, ES"
Whitfield,FI,395,21,983,"WHITFIELD, FI"
Whitfield,GL,616,14,1004,"WHITFIELD, GL"
Whitfield,LT,111,7,758,"WHITFIELD, LT"
Whitfield,MC,164,15,1061,"WHITFIELD, MC"
Whitfield,NI,278,15,1430,"WHITFIELD, NI"
Whitfield,PG,911,29,2376,"WHITFIELD, PG"
Whitfield,TH,546,38,2072,"WHITFIELD, TH"
Whitfield,TI,76,7,430,"WHITFIELD, TI"
Whitfield,TR,132,17,900,"WHITFIELD, TR"
Whitfield,UT,104,7,683,"WHITFIELD, UT"
Whitfield,VA,838,48,2919,"WHITFIELD, VA"
Whitfield,WS,440,16,1493,"WHITFIELD, WS"
Wilcox,Abbeville North 2,109,2,272,"WILCOX, ABBEVILLE NORTH 2"
Wilcox,Abbeville South 5,149,3,554,"WILCOX, ABBEVILLE SOUTH 5"
Wilcox,Pineview 2,194,2,264,"WILCOX, PINEVIEW 2"
Wilcox,Pitts 3,76,1,563,"WILCOX, PITTS 3"
Wilcox,Rochelle North 1,235,3,92,"WILCOX, ROCHELLE NORTH 1"
Wilcox,Rochelle South 4,99,5,658,"WILCOX, ROCHELLE SOUTH 4"
Wilkes,Courthouse,255,6,498,"WILKES, COURTHOUSE"
Wilkes,Edward B Pope Center,484,6,192,"WILKES, EDWARD B POPE CENTER"
Wilkes,Metasville Fire Sta,132,2,328,"WILKES, METASVILLE FIRE STA"
Wilkes,Rayle City Hall,136,6,275,"WILKES, RAYLE CITY HALL"
Wilkes,Senior Citizen Center,677,10,389,"WILKES, SENIOR CITIZEN CENTER"
Wilkes,Tignal Sch Lunch Rm,260,7,431,"WILKES, TIGNAL SCH LUNCH RM"
Wilkes,Young Farmers Bldg,216,9,710,"WILKES, YOUNG FARMERS BLDG"
Wilkinson,Bloodworth,36,2,315,"WILKINSON, BLOODWORTH"
Wilkinson,Griffin,31,1,125,"WILKINSON, GRIFFIN"
Wilkinson,High Hill,27,0,110,"WILKINSON, HIGH HILL"
Wilkinson,Irwinton,360,3,295,"WILKINSON, IRWINTON"
Wilkinson,Ivey,89,10,549,"WILKINSON, IVEY"
Wilkinson,Lord,233,6,317,"WILKINSON, LORD"
Wilkinson,Midway,534,0,121,"WILKINSON, MIDWAY"
Wilkinson,Ramah,667,6,585,"WILKINSON, RAMAH"
Wilkinson,Turkey Creek,98,3,247,"WILKINSON, TURKEY CREEK"
Worth,Bridgeboro,134,7,689,"WORTH, BRIDGEBORO"
Worth,County Line,83,0,415,"WORTH, COUNTY LINE"
Worth,Doles,30,2,284,"WORTH, DOLES"
Worth,Isabella,126,10,879,"WORTH, ISABELLA"
Worth,Minton,29,0,383,"WORTH, MINTON"
Worth,Oakfield,47,1,104,"WORTH, OAKFIELD"
Worth,Piney Woods,83,0,127,"WORTH, PINEY WOODS"
Worth,Poulan,112,2,485,"WORTH, POULAN"
Worth,Red Rock,152,6,585,"WORTH, RED ROCK"
