PREC,PREC_match,county,precinct,PRES20D,PRES20L,PRES20R
"DEKALB, KNOLLWOOD","DEKALB, KNOLLWOOD",DeKalb,Knollwood,1387,15,105
"DEKALB, LAKESIDE HIGH","DEKALB, LAKESIDE HIGH",DeKalb,Lakeside High,1765,49,819
"DEKALB, LAVISTA","DEKALB, LAVISTA",DeKalb,Lavista,1626,26,514
"DEKALB, LAVISTA ROAD","DEKALB, LAVISTA ROAD",DeKalb,Lavista Road,1275,22,432
"DEKALB, LIN-MARY LIN ELEM","DEKALB, LIN-MARY LIN ELEM",DeKalb,Lin-Mary Lin Elem,2100,33,310
"DEKALB, LITHONIA","DEKALB, LITHONIA",DeKalb,Lithonia,828,15,74
"DEKALB, LITHONIA HIGH","DEKALB, LITHONIA HIGH",DeKalb,Lithonia High,1955,25,80
"DEKALB, LIVSEY ELEM","DEKALB, LIVSEY ELEM",DeKalb,Livsey Elem,719,16,391
"DEKALB, MARBUT ELEM","DEKALB, MARBUT ELEM",DeKalb,Marbut Elem,2377,21,81
"DEKALB, MATHIS-BOB MATHIS ELEM","DEKALB, MATHIS-BOB MATHIS ELEM",DeKalb,Mathis-Bob Mathis Elem,1852,11,90
"DEKALB, MCLENDON","DEKALB, MCLENDON",DeKalb,McLendon,2025,43,423
"DEKALB, MCNAIR","DEKALB, MCNAIR",DeKalb,McNair,1623,20,80
"DEKALB, MCNAIR ACADEMY","DEKALB, MCNAIR ACADEMY",DeKalb,McNair Academy,1213,14,53
"DEKALB, MCNAIR HIGH","DEKALB, MCNAIR HIGH",DeKalb,McNair High,2667,34,163
"DEKALB, MCWILLIAMS","DEKALB, MCWILLIAMS",DeKalb,McWilliams,1673,14,63
"DEKALB, MEADOWVIEW","DEKALB, MEADOWVIEW",DeKalb,Meadowview,1959,22,102
"DEKALB, MEDLOCK","DEKALB, MEDLOCK",DeKalb,Medlock,1471,26,308
"DEKALB, MEMORIAL SOUTH","DEKALB, MEMORIAL SOUTH",DeKalb,Memorial South,1346,10,150
"DEKALB, METROPOLITAN","DEKALB, METROPOLITAN",DeKalb,Metropolitan,2304,43,161
"DEKALB, MIDVALE ELEM","DEKALB, MIDVALE ELEM",DeKalb,Midvale Elem,1333,31,963
"DEKALB, MIDVALE ROAD","DEKALB, MIDVALE ROAD",DeKalb,Midvale Road,1060,16,210
"DEKALB, MIDWAY","DEKALB, MIDWAY",DeKalb,Midway,1553,25,133
"DEKALB, MILLER GROVE","DEKALB, MILLER GROVE",DeKalb,Miller Grove,2424,17,96
"DEKALB, MILLER GROVE HIGH","DEKALB, MILLER GROVE HIGH",DeKalb,Miller Grove High,1700,19,70
"DEKALB, MILLER GROVE ROAD","DEKALB, MILLER GROVE ROAD",DeKalb,Miller Grove Road,1404,11,75
"DEKALB, MILLER-ELDRIDGE L MILLER ELEM","DEKALB, MILLER-ELDRIDGE L. MILLER ELEM",DeKalb,Miller-Eldridge L Miller Elem,1928,18,143
"DEKALB, MONTCLAIR ELEM","DEKALB, MONTCLAIR ELEM",DeKalb,Montclair Elem,1067,13,168
"DEKALB, MONTGOMERY ELEM","DEKALB, MONTGOMERY ELEM",DeKalb,Montgomery Elem,1256,35,783
"DEKALB, MONTREAL","DEKALB, MONTREAL",DeKalb,Montreal,1459,20,375
"DEKALB, MOUNT VERNON EAST","DEKALB, MT. VERNON EAST",DeKalb,Mount Vernon East,1124,33,1108
"DEKALB, MOUNT VERNON WEST","DEKALB, MT. VERNON WEST",DeKalb,Mount Vernon West,1084,35,802
"DEKALB, NORTH DECATUR","DEKALB, NORTH DECATUR",DeKalb,North Decatur,1245,16,191
"DEKALB, NORTH HAIRSTON","DEKALB, NORTH HAIRSTON",DeKalb,North Hairston,1242,13,158
"DEKALB, NORTH PEACHTREE","DEKALB, NORTH PEACHTREE",DeKalb,North Peachtree,851,22,345
"DEKALB, NORTHLAKE","DEKALB, NORTHLAKE",DeKalb,Northlake,909,28,323
"DEKALB, OAK GROVE ELEM","DEKALB, OAK GROVE ELEM",DeKalb,Oak Grove Elem,1341,24,525
"DEKALB, OAK VIEW ELEM","DEKALB, OAK VIEW ELEM",DeKalb,Oak View Elem,2849,15,88
"DEKALB, OAKCLIFF ELEM","DEKALB, OAKCLIFF ELEM",DeKalb,Oakcliff Elem,913,13,377
"DEKALB, OAKHURST","DEKALB, OAKHURST",DeKalb,Oakhurst,1904,34,134
"DEKALB, PANOLA","DEKALB, PANOLA",DeKalb,Panola,928,7,62
"DEKALB, PANOLA ROAD","DEKALB, PANOLA ROAD",DeKalb,Panola Road,1791,11,52
"DEKALB, PANOLA WAY ELEM","DEKALB, PANOLA WAY ELEM",DeKalb,Panola Way Elem,1114,15,51
"DEKALB, PEACHCREST","DEKALB, PEACHCREST",DeKalb,Peachcrest,1218,17,121
"DEKALB, PEACHTREE MIDDLE","DEKALB, PEACHTREE MIDDLE",DeKalb,Peachtree Middle,1803,25,653
"DEKALB, PINE LAKE","DEKALB, PINE LAKE",DeKalb,Pine Lake,425,4,49
"DEKALB, PINEY GROVE","DEKALB, PINEY GROVE",DeKalb,Piney Grove,1042,11,62
"DEKALB, PLEASANTDALE ROAD","DEKALB, PLEASANTDALE ROAD",DeKalb,Pleasantdale Road,2068,42,394
"DEKALB, PONCE DE LEON","DEKALB, PONCE DE LEON",DeKalb,Ponce de Leon,2640,24,276
"DEKALB, PRINCETON ELEM","DEKALB, PRINCETON ELEM",DeKalb,Princeton Elem,1469,5,73
"DEKALB, RAINBOW ELEM","DEKALB, RAINBOW ELEM",DeKalb,Rainbow Elem,2302,10,118
"DEKALB, REDAN ELEM","DEKALB, REDAN ELEM",DeKalb,Redan Elem,1942,9,83
"DEKALB, REDAN MIDDLE","DEKALB, REDAN MIDDLE",DeKalb,Redan Middle,1535,17,86
"DEKALB, REDAN ROAD","DEKALB, REDAN ROAD",DeKalb,Redan Road,1620,18,93
"DEKALB, REDAN-TROTTI LIBRARY","DEKALB, REDAN-TROTTI LIBRARY",DeKalb,Redan-Trotti Library,2296,25,89
"DEKALB, REHOBOTH","DEKALB, REHOBOTH",DeKalb,Rehoboth,1028,22,424
"DEKALB, ROCK CHAPEL ELEM","DEKALB, ROCK CHAPEL ELEM",DeKalb,Rock Chapel Elem,1819,13,92
"DEKALB, ROCK CHAPEL ROAD","DEKALB, ROCK CHAPEL ROAD",DeKalb,Rock Chapel Road,2636,12,231
"DEKALB, ROCKBRIDGE ELEM","DEKALB, ROCKBRIDGE ELEM",DeKalb,Rockbridge Elem,1754,13,166
"DEKALB, ROCKBRIDGE ROAD","DEKALB, ROCKBRIDGE ROAD",DeKalb,Rockbridge Road,2715,18,144
"DEKALB, ROWLAND ELEM","DEKALB, ROWLAND ELEM",DeKalb,Rowland Elem,1780,20,138
"DEKALB, ROWLAND ROAD","DEKALB, ROWLAND ROAD",DeKalb,Rowland Road,1182,8,112
"DEKALB, SAGAMORE HILLS ELEM","DEKALB, SAGAMORE HILLS ELEM",DeKalb,Sagamore Hills Elem,1801,35,710
"DEKALB, SALEM MIDDLE","DEKALB, SALEM MIDDLE",DeKalb,Salem Middle,2436,21,95
"DEKALB, SCOTT","DEKALB, SCOTT",DeKalb,Scott,1783,36,313
"DEKALB, SHADOW ROCK ELEM","DEKALB, SHADOW ROCK ELEM",DeKalb,Shadow Rock Elem,2853,16,156
"DEKALB, SHAMROCK","DEKALB, SHAMROCK",DeKalb,Shamrock,1029,10,299
"DEKALB, SHAW-ROBERT SHAW ELEM","DEKALB, SHAW-ROBERT SHAW ELEM",DeKalb,Shaw-Robert Shaw Elem,1647,22,171
"DEKALB, SILVER LAKE","DEKALB, SILVER LAKE",DeKalb,Silver Lake,2173,52,1522
"DEKALB, SKYLAND","DEKALB, SKYLAND",DeKalb,Skyland,990,29,650
"DEKALB, SMOKE RISE","DEKALB, SMOKE RISE",DeKalb,Smoke Rise,1058,22,672
"DEKALB, SNAPFINGER ELEM","DEKALB, SNAPFINGER ELEM",DeKalb,Snapfinger Elem,1269,10,63
"DEKALB, SNAPFINGER ROAD",,DeKalb,Snapfinger Road,3499,16,116
"DEKALB, SNAPFINGER ROAD N","DEKALB, SNAPFINGER ROAD NORTH",DeKalb,Snapfinger Road N,1395,8,69
"DEKALB, SNAPFINGER ROAD S","DEKALB, SNAPFINGER ROAD SOUTH",DeKalb,Snapfinger Road S,1300,13,62
"DEKALB, SOUTH DESHON","DEKALB, SOUTH DESHON",DeKalb,South Deshon,2156,15,95
"DEKALB, SOUTH HAIRSTON","DEKALB, SOUTH HAIRSTON",DeKalb,South Hairston,2064,17,106
"DEKALB, STEPHENSON HIGH","DEKALB, STEPHENSON HIGH",DeKalb,Stephenson High,2219,19,159
"DEKALB, STEPHENSON MIDDLE","DEKALB, STEPHENSON MIDDLE",DeKalb,Stephenson Middle,2431,14,154
"DEKALB, STONE MILL ELEM","DEKALB, STONE MILL ELEM",DeKalb,Stone Mill Elem,1445,18,133
"DEKALB, STONE MOUNTAIN ELEM","DEKALB, STONE MOUNTAIN ELEM",DeKalb,Stone Mountain Elem,1185,10,384
"DEKALB, STONE MTN","DEKALB, STONE MOUNTAIN",DeKalb,Stone Mtn,801,9,183
"DEKALB, STONE MTN CHAMPION","DEKALB, STONE MOUNTAIN CHAMPION",DeKalb,Stone Mtn Champion,1502,23,184
"DEKALB, STONE MTN MIDDLE","DEKALB, STONE MOUNTAIN MIDDLE",DeKalb,Stone Mtn Middle,1208,20,131
"DEKALB, STONECREST LIBRARY","DEKALB, STONECREST LIBRARY (STC)",DeKalb,Stonecrest Library,2285,13,102
"DEKALB, STONEVIEW ELEM","DEKALB, STONEVIEW ELEM",DeKalb,Stoneview Elem,904,7,71
"DEKALB, TERRY MILL","DEKALB, TERRY MILL ELEM",DeKalb,Terry Mill,1777,17,96
"DEKALB, TILLY MILL ROAD","DEKALB, TILLY MILL ROAD",DeKalb,Tilly Mill Road,674,15,609
"DEKALB, TONEY ELEM","DEKALB, TONEY ELEM",DeKalb,Toney Elem,984,6,43
"DEKALB, TUCKER","DEKALB, TUCKER",DeKalb,Tucker,1521,22,609
"DEKALB, TUCKER LIBRARY","DEKALB, TUCKER LIBRARY",DeKalb,Tucker Library,1750,52,987
"DEKALB, VALLEY BROOK","DEKALB, VALLEY BROOK",DeKalb,Valley Brook,643,11,152
"DEKALB, WADSWORTH","DEKALB, WADSWORTH",DeKalb,Wadsworth,1825,15,82
"DEKALB, WARREN TECH","DEKALB, WARREN TECH",DeKalb,Warren Tech,665,11,248
"DEKALB, WESLEY CHAPEL LIBRARY","DEKALB, WESLEY CHAPEL LIBRARY",DeKalb,Wesley Chapel Library,2029,13,73
"DEKALB, WHITE OAK","DEKALB, WHITE OAK",DeKalb,White Oak,1461,10,62
"DEKALB, WINNONA PARK","DEKALB, WINNONA PARK",DeKalb,Winnona Park,1518,22,162
"DEKALB, WINTERS CHAPEL","DEKALB, WINTERS CHAPEL",DeKalb,Winters Chapel,652,19,532
"DEKALB, WOODRIDGE ELEM","DEKALB, WOODRIDGE ELEM",DeKalb,Woodridge Elem,2113,19,140
"DEKALB, WOODROW ROAD","DEKALB, WOODROW ROAD",DeKalb,Woodrow Road,1805,15,124
"DEKALB, WOODWARD","DEKALB, WOODWARD",DeKalb,Woodward,1779,33,542
"DEKALB, WYNBROOKE ELEM","DEKALB, WYNBROOKE ELEM",DeKalb,Wynbrooke Elem,2394,11,162
"DEKALB, YOUNG ROAD","DEKALB, YOUNG ROAD",DeKalb,Young Road,1289,16,57
"DODGE, CHAUNCEY","DODGE, CHAUNCEY",Dodge,Chauncey,58,2,248
"DODGE, CLARK","DODGE, CLARK",Dodge,Clark,3,0,70
"DODGE, EDDIN","DODGE, EDDIN",Dodge,Eddin,235,1,540
"DODGE, EMPIRE","DODGE, EMPIRE",Dodge,Empire,29,5,289
"DODGE, JAYBIRD","DODGE, JAYBIRD",Dodge,Jaybird,46,0,102
"DODGE, JONES","DODGE, JONES",Dodge,Jones,45,3,275
"DODGE, LEE","DODGE, LEE",Dodge,Lee,1194,25,1962
"DODGE, MCCRANIE","DODGE, MCCRANIE",Dodge,McCranie,39,1,190
"DODGE, MILAN","DODGE, MILAN",Dodge,Milan,41,1,189
"DODGE, MITCHELL","DODGE, MITCHELL",Dodge,Mitchell,55,3,220
"DODGE, MULLIS","DODGE, MULLIS",Dodge,Mullis,75,2,290
"DODGE, PLAINFIELD","DODGE, PLAINFIELD",Dodge,Plainfield,38,2,299
"DODGE, PONDTOWN","DODGE, PONDTOWN",Dodge,Pondtown,116,2,398
"DODGE, RAWLINS","DODGE, RAWLINS",Dodge,Rawlins,163,6,480
"DODGE, VILULA","DODGE, VILULA",Dodge,Vilula,10,1,133
"DODGE, YONKER","DODGE, YONKER",Dodge,Yonker,24,2,158
"DOOLY, BYROMVILLE","DOOLY, BYROMVILLE",Dooly,Byromville,215,3,230
"DOOLY, LILLY","DOOLY, LILLY",Dooly,Lilly,179,3,174
"DOOLY, PINEHURST","DOOLY, PINEHURST",Dooly,Pinehurst,100,4,282
"DOOLY, UNADILLA","DOOLY, UNADILLA",Dooly,Unadilla,532,8,547
"DOOLY, VIENNA","DOOLY, VIENNA",Dooly,Vienna,885,17,926
"DOUGHERTY, 1ST CHRISTIAN CHURCH","DOUGHERTY, FIRST CHRISTIAN CHURCH",Dougherty,1st Christian Church,472,10,606
"DOUGHERTY, 2ND MT ZION CHURCH","DOUGHERTY, SECOND MT. ZION",Dougherty,2nd Mt Zion Church,450,8,549
"DOUGHERTY, ALBANY MIDDLE SCHOOL","DOUGHERTY, ALBANY MIDDLE SCHOOL",Dougherty,Albany Middle School,871,4,63
"DOUGHERTY, ALICE COACHMAN ELEMENTARY","DOUGHERTY, ALICE COACHMAN ELEM",Dougherty,Alice Coachman Elementary,494,4,16
"DOUGHERTY, BILL MILLER CENTER","DOUGHERTY, BILL MILLER CENTER",Dougherty,Bill Miller Center,989,7,117
"DOUGHERTY, CARVER TEEN CENTER","DOUGHERTY, CARVER TEEN CENTER",Dougherty,Carver Teen Center,623,4,21
"DOUGHERTY, CHRIST CHURCH","DOUGHERTY, CHRIST CHURCH",Dougherty,Christ Church,583,6,914
"DOUGHERTY, COVENANT CHURCH","DOUGHERTY, COVENANT PRES CHURCH",Dougherty,Covenant Church,759,18,655
"DOUGHERTY, DARTON COLLEGE","DOUGHERTY, DARTON COLLEGE",Dougherty,Darton College,2043,18,502
"DOUGHERTY, GREENBRIAR CHURCH","DOUGHERTY, GREENBRIAR CHURCH",Dougherty,Greenbriar Church,1531,18,1394
"DOUGHERTY, INTERNATIONAL STUDIES","DOUGHERTY, INTERNATIONAL STUDIE",Dougherty,International Studies,485,2,185
"DOUGHERTY, JACKSON HEIGHTS ELEMENTARY","DOUGHERTY, JACKSON HEIGHTS ELEM",Dougherty,Jackson Heights Elementary,1101,8,32
"DOUGHERTY, LAMAR REESE ELEMENTARY","DOUGHERTY, LAMAR REESE ELEM SCHOOL",Dougherty,Lamar Reese Elementary,637,7,44
"DOUGHERTY, LITMAN CATHEDRAL","DOUGHERTY, LITMAN CATHEDRAL",Dougherty,Litman Cathedral,656,9,32
"DOUGHERTY, LOVETT HALL","DOUGHERTY, LOVETT HALL",Dougherty,Lovett Hall,392,2,12
"DOUGHERTY, MERRY ACRES MIDDLE","DOUGHERTY, MERRY ACRES MIDDLE",Dougherty,Merry Acres Middle,775,21,816
"DOUGHERTY, MT ZION CENTER","DOUGHERTY, MT. ZION CENTER",Dougherty,Mt Zion Center,1762,12,49
"DOUGHERTY, PALMYRA METHODIST","DOUGHERTY, PALMYRA RD METH CHURCH",Dougherty,Palmyra Methodist,776,18,804
"DOUGHERTY, PHOEBE EAST","DOUGHERTY, PHOEBE EAST",Dougherty,Phoebe East,1223,7,183
"DOUGHERTY, PHOEBE HEALTHWORKS","DOUGHERTY, PHOEBE HEALTHWORKS",Dougherty,Phoebe Healthworks,512,8,125
"DOUGHERTY, PINE BLUFF BAPTIST CHURCH","DOUGHERTY, PINE BLUFF BAPT CHURCH",Dougherty,Pine Bluff Baptist Church,878,8,457
"DOUGHERTY, PUTNEY 1ST BAPTIST CHURCH","DOUGHERTY, PUTNEY 1ST BAPT CHURCH",Dougherty,Putney 1st Baptist Church,909,13,856
"DOUGHERTY, RADIUM MIDDLE SCHOOL","DOUGHERTY, RADIUM MIDDLE SCHOOL",Dougherty,Radium Middle School,290,5,119
"DOUGHERTY, SHERWOOD ELEMENTARY","DOUGHERTY, SHERWOOD ELEM SCHOOL",Dougherty,Sherwood Elementary,1208,23,722
"DOUGHERTY, SHILOH BAPTIST CHURCH","DOUGHERTY, SHILOH BAPTIST CHURCH",Dougherty,Shiloh Baptist Church,663,7,42
"DOUGHERTY, TURNER ELEMENTARY","DOUGHERTY, TURNER ELEM SCHOOL",Dougherty,Turner Elementary,257,1,16
"DOUGHERTY, WESTOVER HIGH SCHOOL","DOUGHERTY, WESTOVER HIGH SCHOOL",Dougherty,Westover High School,1433,23,1020
"DOUGHERTY, WESTTOWN ELEMENTARY","DOUGHERTY, WESTTOWN ELEM SCHOOL",Dougherty,Westtown Elementary,1805,9,103
"DOUGLAS, ARBOR STATION","DOUGLAS, ARBOR STATION",Douglas,Arbor Station,1336,29,579
"DOUGLAS, ATLANTA WEST PENTECOSTAL",,Douglas,Atlanta West Pentecostal,1889,15,253
"DOUGLAS, BEULAH BAPTIST CHURCH","DOUGLAS, BEULAH",Douglas,Beulah Baptist Church,1197,24,1131
"DOUGLAS, BOUNDARY WATERS","DOUGLAS, BOUNDARY WATERS",Douglas,Boundary Waters,2496,28,384
"DOUGLAS, BRIGHT STAR","DOUGLAS, BRIGHT STAR",Douglas,Bright Star,802,29,1008
"DOUGLAS, CHAPEL HILL","DOUGLAS, CHAPEL HILL",Douglas,Chapel Hill,2098,31,767
"DOUGLAS, CHESTNUT LOG","DOUGLAS, CHESTNUT LOG",Douglas,Chestnut Log,2065,38,677
"DOUGLAS, CHURCH AT CHAPEL HILL","DOUGLAS, CHURCH AT CHAPEL HILL",Douglas,Church At Chapel Hill,3250,45,1370
"DOUGLAS, DEER LICK","DOUGLAS, DEER LICK",Douglas,Deer Lick,1107,16,749
"DOUGLAS, DOG RIVER LIBRARY","DOUGLAS, DOG RIVER LIBRARY",Douglas,Dog River Library,1051,48,2838
"DOUGLAS, DORSETT SHOALS","DOUGLAS, DORSETT SHOALS",Douglas,Dorsett Shoals,1116,42,1342
"DOUGLAS, EPHESUS BAPTIST CHURCH","DOUGLAS, EPHESUS BAPTIST CHUR",Douglas,Ephesus Baptist Church,754,44,2282
"DOUGLAS, FACTORY SHOALS","DOUGLAS, FACTORY SHOALS",Douglas,Factory Shoals,2347,31,770
"DOUGLAS, FIRST BAPTIST DOUGLASVILLE","DOUGLAS, FIRST BAPTIST CHURCH",Douglas,First Baptist Douglasville,1143,20,729
"DOUGLAS, FIRST BAPTIST LITHIA SPRINGS","DOUGLAS, FIRST BAPTIST - LITHIA SPRINGS",Douglas,First Baptist Lithia Springs,679,32,581
"DOUGLAS, GOLDEN METHODIST CHURCH","DOUGLAS, GOLDEN METHODIST CH",Douglas,Golden Methodist Church,2960,35,497
"DOUGLAS, LITHIA SPRINGS HIGH SCHOOL","DOUGLAS, LITHIA HIGH SCHOOL",Douglas,Lithia Springs High School,3331,38,674
"DOUGLAS, LUTHERAN CHURCH-GS","DOUGLAS, LUTHERAN CHURCH - GS",Douglas,Lutheran Church-GS,2009,38,1056
"DOUGLAS, MIRROR LAKE ELEMENTARY","DOUGLAS, MIRROR LAKE ELEMENTA",Douglas,Mirror Lake Elementary,2571,68,1969
"DOUGLAS, OLD COURTHOUSE","DOUGLAS, OLD COURTHOUSE",Douglas,Old Courthouse,2249,46,1014
"DOUGLAS, PRAYS MILL GYM","DOUGLAS, PRAYS MILL GYM",Douglas,Prays Mill Gym,1702,48,2182
"DOUGLAS, ST JULIANS EPISCOPAL","DOUGLAS, ST JULIANS EPISCOPAL",Douglas,St Julians Episcopal,749,24,751
"DOUGLAS, STEWART","DOUGLAS, STEWART",Douglas,Stewart,1699,16,279
"DOUGLAS, TURNER","DOUGLAS, TURNER",Douglas,Turner,1466,36,1040
"DOUGLAS, WINSTON","DOUGLAS, WINSTON",Douglas,Winston,743,16,529
"EARLY, ARLINGTON","EARLY, ARLINGTON",Early,Arlington,369,3,294
"EARLY, BLAKELY","EARLY, BLAKELY",Early,Blakely,1452,14,833
"EARLY, CEDAR SPRINGS","EARLY, CEDAR SPRINGS",Early,Cedar Springs,191,1,641
"EARLY, CUBA","EARLY, CUBA",Early,Cuba,316,7,535
"EARLY, URQUHART","EARLY, URQUHART",Early,Urquhart,109,3,419
"ECHOLS, STATENVILLE","ECHOLS, STATENVILLE",Echols,Statenville,167,18,1256
"EFFINGHAM, 1A","EFFINGHAM, 1A",Effingham,1A,317,12,1168
"EFFINGHAM, 1B","EFFINGHAM, 1B",Effingham,1B,350,27,1753
"EFFINGHAM, 1C","EFFINGHAM, 1C",Effingham,1C,210,23,782
"EFFINGHAM, 1D","EFFINGHAM, 1D",Effingham,1D,202,20,1230
"EFFINGHAM, 2A","EFFINGHAM, 2A",Effingham,2A,510,56,1723
"EFFINGHAM, 2B","EFFINGHAM, 2B",Effingham,2B,549,35,1522
"EFFINGHAM, 2C","EFFINGHAM, 2C",Effingham,2C,931,47,2418
"EFFINGHAM, 3A","EFFINGHAM, 3A",Effingham,3A,184,8,840
"EFFINGHAM, 3B","EFFINGHAM, 3B",Effingham,3B,414,16,722
"EFFINGHAM, 3C","EFFINGHAM, 3C",Effingham,3C,334,17,1109
"EFFINGHAM, 3D","EFFINGHAM, 3D",Effingham,3D,608,30,1606
"EFFINGHAM, 4A","EFFINGHAM, 4A",Effingham,4A,596,56,1933
"EFFINGHAM, 4B","EFFINGHAM, 4B",Effingham,4B,419,9,847
"EFFINGHAM, 4C","EFFINGHAM, 4C",Effingham,4C,313,47,1602
"EFFINGHAM, 5A","EFFINGHAM, 5A",Effingham,5A,445,32,1551
"EFFINGHAM, 5B","EFFINGHAM, 5B",Effingham,5B,970,36,1707
"EFFINGHAM, 5C","EFFINGHAM, 5C",Effingham,5C,368,21,845
"ELBERT, CENTERVILLE","ELBERT, CENTERVILLE",Elbert,Centerville,154,5,604
"ELBERT, ELBERTON","ELBERT, ELBERTON",Elbert,Elberton,1263,22,1326
"ELBERT, ELIAM","ELBERT, ELIAM",Elbert,Eliam,144,3,469
"ELBERT, GAINES","ELBERT, GAINES",Elbert,Gaines,55,9,371
"ELBERT, GOSHEN","ELBERT, GOSHEN",Elbert,Goshen,248,5,962
"ELBERT, LONGSTREET","ELBERT, LONGSTREET",Elbert,Longstreet,122,3,347
"ELBERT, MOSS-RUCKERSVILLE","ELBERT, MOSS-RUCKERSVILLE",Elbert,Moss-Ruckersville,83,1,271
"ELBERT, PETERSBURG","ELBERT, PETERSBURG",Elbert,Petersburg,55,0,247
"ELBERT, PIKE","ELBERT, PIKE",Elbert,Pike,441,11,756
"ELBERT, WEBBSBORO","ELBERT, WEBBSBORO",Elbert,Webbsboro,77,5,243
"ELBERT, WYCHE","ELBERT, WYCHE",Elbert,Wyche,237,2,630
"EMANUEL, ADRIAN","EMANUEL, ADRIAN",Emanuel,Adrian,74,3,489
"EMANUEL, BLUNDALE","EMANUEL, BLUNDALE",Emanuel,Blundale,29,3,549
"EMANUEL, CANOOCHEE","EMANUEL, CANOOCHEE",Emanuel,Canoochee,101,4,399
"EMANUEL, CROSS-GREEN","EMANUEL, CROSS-GREEN",Emanuel,Cross-Green,117,3,65
"EMANUEL, GARFIELD","EMANUEL, GARFIELD",Emanuel,Garfield,77,6,294
"EMANUEL, NUNEZ","EMANUEL, NUNEZ",Emanuel,Nunez,52,4,222
"EMANUEL, OAK PARK","EMANUEL, OAK PARK",Emanuel,Oak Park,34,3,456
"EMANUEL, STILLMORE","EMANUEL, STILLMORE",Emanuel,Stillmore,128,3,270
"EMANUEL, SUMMERTOWN","EMANUEL, SUMMERTOWN",Emanuel,Summertown,86,0,287
"EMANUEL, SWAINSBORO","EMANUEL, SWAINSBORO",Emanuel,Swainsboro,1786,28,2790
"EMANUEL, TWIN CITY","EMANUEL, TWIN CITY",Emanuel,Twin City,400,9,730
"EVANS, VETERANS COMMUNITY CENTER","EVANS, VETERAN'S COMM CTR",Evans,Veterans Community Center,1324,35,2888
"FANNIN, COLWELL","FANNIN, COLWELL",Fannin,Colwell,150,4,711
"FANNIN, FAIRPLAY","FANNIN, FAIRPLAY",Fannin,Fairplay,169,13,726
"FANNIN, FLINTHILL","FANNIN, FLINTHILL",Fannin,Flinthill,299,14,1824
"FANNIN, HEMPTOWN","FANNIN, HEMPTOWN",Fannin,Hemptown,181,12,791
"FANNIN, HOTHOUSE","FANNIN, HOTHOUSE",Fannin,Hothouse,169,5,784
"FANNIN, MINERAL BLUFF","FANNIN, MINERAL BLUFF",Fannin,Mineral Bluff,212,11,1168
"FANNIN, MOBILE","FANNIN, MOBILE",Fannin,Mobile,124,4,711
"FANNIN, MORGANTON","FANNIN, MORGANTON",Fannin,Morganton,267,10,1265
"FANNIN, NOONTOOTLA","FANNIN, NOONTOOTLA",Fannin,Noontootla,138,1,524
"FANNIN, SKENIAH","FANNIN, SKENIAH",Fannin,Skeniah,59,0,211
"FANNIN, SUGAR CREEK","FANNIN, SUGAR CREEK",Fannin,Sugar Creek,332,16,1450
"FANNIN, TOCCOA","FANNIN, TOCCOA",Fannin,Toccoa,471,20,2004
"FAYETTE, ABERDEEN","FAYETTE, ABERDEEN",Fayette,Aberdeen,488,19,886
"FAYETTE, ANTIOCH","FAYETTE, ANTIOCH",Fayette,Antioch,596,25,870
"FAYETTE, BANKS","FAYETTE, BANKS",Fayette,Banks,643,12,567
"FAYETTE, BLACKROCK","FAYETTE, BLACKROCK",Fayette,Blackrock,1490,13,598
"FAYETTE, BRAELINN","FAYETTE, BRAELINN",Fayette,Braelinn,387,21,1114
"FAYETTE, BROOKS","FAYETTE, BROOKS",Fayette,Brooks,343,19,1793
"FAYETTE, CAMP CREEK","FAYETTE, CAMP CREEK",Fayette,Camp Creek,489,23,1021
"FAYETTE, DOGWOOD","FAYETTE, DOGWOOD",Fayette,Dogwood,970,31,1519
"FAYETTE, EUROPE","FAYETTE, EUROPE",Fayette,Europe,2211,26,323
"FAYETTE, FAYETTEVILLE EAST","FAYETTE, FAYETTEVILLE EAST",Fayette,Fayetteville East,915,26,568
"FAYETTE, FAYETTEVILLE WEST","FAYETTE, FAYETTEVILLE WEST",Fayette,Fayetteville West,984,24,732
"FAYETTE, FIELDING RIDGE","FAYETTE, FIELDING RIDGE",Fayette,Fielding Ridge,1105,46,1677
"FAYETTE, FLAT CREEK","FAYETTE, FLAT CREEK",Fayette,Flat Creek,621,34,879
"FAYETTE, FLINT","FAYETTE, FLINT",Fayette,Flint,825,22,478
"FAYETTE, HARPS CROSSING","FAYETTE, HARPS CROSSING",Fayette,Harps Crossing,478,15,803
"FAYETTE, HOPEFUL","FAYETTE, HOPEFUL",Fayette,Hopeful,1070,22,628
"FAYETTE, JEFF DAVIS","FAYETTE, JEFF DAVIS",Fayette,Jeff Davis,1299,15,664
"FAYETTE, KEDRON","FAYETTE, KEDRON",Fayette,Kedron,1731,65,1991
"FAYETTE, KENWOOD","FAYETTE, KENWOOD",Fayette,Kenwood,625,11,155
"FAYETTE, MCINTOSH","FAYETTE, MCINTOSH",Fayette,McIntosh,1007,28,1620
"FAYETTE, MORNING CREEK","FAYETTE, MORNING CREEK",Fayette,Morning Creek,1415,25,920
"FAYETTE, MURPHY","FAYETTE, MURPHY",Fayette,Murphy,1290,36,1189
"FAYETTE, OAK GROVE","FAYETTE, OAK GROVE",Fayette,Oak Grove,412,17,640
